fid,STE_CODE21,STE_NAME21,SAL_CODE21,SAL_NAME21,area,bf_area,bf_area_pct
"9286","1",New South Wales,"11720",Goonoo Goonoo,33.9379998730575,33.9379998730578,1.00000000000001
"9287","1",New South Wales,"11721",Goonumbla,330.641296818189,17.0907620563356,0.0516897381567352
"9288","1",New South Wales,"11722",Goorangoola,84.1503746650954,84.1503746650954,1
"9289","1",New South Wales,"11723",Goorianawa,210.457909484606,210.457909484607,1.00000000000001
"9290","1",New South Wales,"11724",Gordon (NSW),3.79913517869544,1.51737814175538,0.39940093478759
"9291","1",New South Wales,"11725",Gorge Creek,50.7873298058484,50.7873298058447,0.999999999999928
"9292","1",New South Wales,"11726",Gormans Hill,16.5016140657799,0.777980780681951,0.0471457384459914
"9293","1",New South Wales,"11727",Gorokan,3.09774510870741,0.142047457202955,0.0458551146779881
"9294","1",New South Wales,"11728",Gosford,2.96069630437555,1.1682390234871,0.394582524982582
"9295","1",New South Wales,"11729",Gosforth,6.68842447636758,6.63211819581335,0.99158153302722
"9296","1",New South Wales,"11730",Gostwyck,84.2031262712087,16.6650532847115,0.19791489963253
"9297","1",New South Wales,"11731",Goulburn,55.6178894950481,28.6095648954531,0.514395011302979
"9298","1",New South Wales,"11732",Gouldsville,5.34783182127781,4.83965444642716,0.904975064318827
"9299","1",New South Wales,"11733",Gowan,134.34712843991,105.649503047293,0.78639197036911
"9300","1",New South Wales,"11734",Gowang,212.340027897787,212.319230974194,0.999902058392854
"9301","1",New South Wales,"11735",Gowrie (Singleton - NSW),4.61684766662592,3.28889326364582,0.712367723852019
"9302","1",New South Wales,"11736",Gowrie (Tamworth Regional - NSW),127.222709347721,127.222709301244,0.999999999634683
"9303","1",New South Wales,"11737",Grabben Gullen,84.5610412389283,11.1506433131872,0.131865019042054
"9304","1",New South Wales,"11738",Gradys Creek,71.5872626988395,71.5856195480191,0.999977046882945
"9305","1",New South Wales,"11739",Grafton,12.7637556971084,0.973578345761016,0.0762767925730183
"9306","1",New South Wales,"11740",Gragin,27.9925994493332,8.32475294263408,0.297391207190384
"9307","1",New South Wales,"11741",Grahamstown,33.8242864848246,12.7481569242036,0.376893594782054
"9308","1",New South Wales,"11742",Graman,309.465335396041,129.976713791644,0.420004113304985
"9309","1",New South Wales,"11743",Grantham Farm,3.6274662245611,1.9419131595463,0.535335972640588
"9310","1",New South Wales,"11744",Grants Beach,6.06648175654102,6.05311487439633,0.997796600619416
"9311","1",New South Wales,"11745",Granville (NSW),3.36466121864903,,0
"9312","1",New South Wales,"11746",Grasmere,5.4494117601734,3.26890097483759,0.599863089577502
"9313","1",New South Wales,"11747",Grassy Head,7.73094212737491,7.71563482062659,0.998019994653159
"9314","1",New South Wales,"11748",Grattai,175.46447394293,89.0733011582021,0.5076429385197
"9315","1",New South Wales,"11749",Gravesend,653.940985865085,210.525214148079,0.321933047015824
"9316","1",New South Wales,"11750",Grays Point,1.30944716962081,0.401109335547074,0.306319601777618
"9317","1",New South Wales,"11751",Great Mackerel Beach,0.122136263031295,0.118892980694225,0.973445377674291
"9318","1",New South Wales,"11752",Great Marlow,10.2265221066895,0.0213866698287353,0.00209129453841845
"9319","1",New South Wales,"11753",Green Cape,53.1207388845283,53.0823860301334,0.999278006006688
"9320","1",New South Wales,"11754",Green Creek,63.054027746536,63.0540277465361,1
"9321","1",New South Wales,"11755",Green Forest,12.5797244092786,6.68872527672743,0.531706821160082
"9322","1",New South Wales,"11756",Green Gully (NSW),24.3618091777465,24.3618091777462,0.999999999999987
"9323","1",New South Wales,"11757",Green Hills (Armidale Regional - NSW),45.7487497767084,5.36575003221561,0.11728735885472
"9324","1",New South Wales,"11758",Green Hills (Snowy Valleys - NSW),219.555285624589,219.06977660589,0.997788670779126
"9325","1",New South Wales,"11759",Green Pigeon,40.4015046576805,40.4005835136565,0.999977200254501
"9326","1",New South Wales,"11760",Green Point (Central Coast - NSW),8.57163067035836,7.22305505482225,0.842669887749639
"9327","1",New South Wales,"11761",Green Point (Mid-Coast - NSW),0.991617769982308,0.824915146613276,0.831888225064778
"9328","1",New South Wales,"11762",Green Valley (NSW),3.2220701719889,0.0723201075343486,0.0224452304493752
"9329","1",New South Wales,"11763",Greenacre,7.46394587990267,,0
"9330","1",New South Wales,"11764",Greendale (Bega Valley - NSW),36.1401976261826,36.1359560453753,0.999882635373187
"9331","1",New South Wales,"11765",Greendale (Liverpool - NSW),34.0004589532593,32.5879884692403,0.958457311239218
"9332","1",New South Wales,"11766",Greenethorpe,162.942360930625,4.08636407760884,0.0250785864048494
"9333","1",New South Wales,"11767",Greenfield Park,1.50660711321416,,0
"9334","1",New South Wales,"11768",Greengrove,5.68560873747696,5.43272052501212,0.955521347996053
"9335","1",New South Wales,"11769",Greenhill (NSW),7.76164990959813,6.81659560082719,0.878240539089212
"9336","1",New South Wales,"11770",Greenhills Beach,0.394105376290359,0.0381712929441859,0.0968555499127803
"9337","1",New South Wales,"11771",Greenlands (Singleton - NSW),64.6779991422084,64.67756820984,0.999993337265003
"9338","1",New South Wales,"11772",Greenlands (Snowy Monaro Regional - NSW),61.4157818680468,61.4157818680462,0.999999999999992
"9339","1",New South Wales,"11773",Greenleigh,6.52399109633297,6.39135156832745,0.979668959376712
"9340","1",New South Wales,"11774",Greenridge,25.0340371661441,2.43286540440557,0.097182303767439
"9341","1",New South Wales,"11775",Greenwell Point,2.67262124788545,1.00694665187618,0.376763693199275
"9342","1",New South Wales,"11776",Greenwich,1.66673376128482,0.221463470897958,0.132872733511584
"9343","1",New South Wales,"11777",Greenwich Park,88.9927616641372,77.3843843485963,0.869558185424659
"9344","1",New South Wales,"11778",Greg Greg,77.5410675029143,22.0591029533462,0.284482838110491
"9345","1",New South Wales,"11779",Gregadoo,118.308744854201,117.683529442442,0.994715391389461
"9346","1",New South Wales,"11780",Gregory Hills,4.66683061098221,1.3154595028553,0.281874276679273
"9347","1",New South Wales,"11781",Greigs Flat,21.7572809709734,21.7572809709737,1.00000000000001
"9348","1",New South Wales,"11782",Grenfell,877.526895325732,213.182391233491,0.242935450034679
"9349","1",New South Wales,"11783",Gresford,54.3488505356005,38.2465989603529,0.703724155772162
"9350","1",New South Wales,"11784",Greta (NSW),20.7773888698019,18.4511013992324,0.888037544797048
"9351","1",New South Wales,"11785",Greta Main,3.01227188789413,3.01227188789386,0.999999999999909
"9352","1",New South Wales,"11786",Grevillia,22.6963816551485,22.6963816551482,0.99999999999999
"9353","1",New South Wales,"11787",Greystanes,8.99135334930091,0.673423859595006,0.0748968295909942
"9354","1",New South Wales,"11788",Griffith (NSW),51.8650973274899,20.0739576897224,0.387041743370694
"9355","1",New South Wales,"11789",Grogan,275.028865957154,10.2741806320348,0.0373567356149278
"9356","1",New South Wales,"11790",Grong Grong,550.137852306399,28.6243018762796,0.0520311441146524
"9357","1",New South Wales,"11791",Grose Vale,18.5145083315785,18.3090451777201,0.988902586545712
"9358","1",New South Wales,"11792",Grose Wold,11.3700947672472,11.3659130471869,0.999632217659931
"9359","1",New South Wales,"11793",Grosses Plain,44.6363188534472,44.636318853448,1.00000000000002
"9360","1",New South Wales,"11794",Growee,72.3728521827113,72.3690152977966,0.999946984472783
"9361","1",New South Wales,"11795",Guerilla Bay,1.67836247077612,1.63957716992348,0.976890986584857
"9362","1",New South Wales,"11796",Guildford (NSW),5.91930453500593,0.345225464825638,0.0583219638023391
"9363","1",New South Wales,"11797",Guildford West,1.61283505814687,0.00623169647686183,0.0038638151157391
"9364","1",New South Wales,"11798",Gulargambone,733.664096842353,61.0359236006468,0.0831932813168068
"9365","1",New South Wales,"11799",Gulf Creek,170.507373827458,91.8149443474523,0.538480784064873
"9366","1",New South Wales,"11800",Gulgong,102.141852321856,,0
"9367","1",New South Wales,"11801",Gulmarrad,30.965559643676,16.8386588212232,0.543786678328679
"9368","1",New South Wales,"11802",Gum Flat,142.256085636501,49.4697464643752,0.347751354488852
"9369","1",New South Wales,"11803",Gum Scrub,71.890432663114,71.8904068331113,0.999999640703196
"9370","1",New South Wales,"11804",Gumbalie,3398.00730928715,3376.15026359639,0.993567687264528
"9371","1",New South Wales,"11805",Gumble,167.054421498075,167.054421498076,1
"9372","1",New South Wales,"11806",Gumly Gumly,12.3174051892395,10.8206236617136,0.878482399131152
"9373","1",New South Wales,"11807",Gumma,29.4443359373942,25.251125101854,0.857588541155894
"9374","1",New South Wales,"11808",Gunbar,1574.36027824261,28.5619633105388,0.0181419486411466
"9375","1",New South Wales,"11809",Gundagai,47.2430594497206,17.5131351733435,0.370702815976223
"9376","1",New South Wales,"11810",Gundamulda,80.0403618458796,16.7030129317093,0.208682376572353
"9377","1",New South Wales,"11811",Gundaroo,300.374267144515,299.611575538678,0.997460862366515
